0.3852,0.18301,0.54517,0.59833,-1
0.065588,0.51554,0.64515,0.39009,-1
0.55455,0.11103,0.21726,0.70368,-1
0.30758,0.11735,0.56861,0.17114,-1
0.52731,0.59381,0.023508,0.39304,-1
0.8032,0.37987,0.36678,0.26727,-1
0.70287,0.13765,0.48554,0.0092053,-1
0.2007,0.1704,0.5854,0.11386,-1
0.96163,0.41947,0.86494,0.78947,1
0.76439,0.32161,0.79922,0.077857,-1
0.2984,0.60738,0.64316,0.83735,1
0.33461,0.29843,0.55604,0.50864,-1
0.80814,0.037875,0.96147,0.51149,1
0.69809,0.90406,0.68465,0.77092,1
0.10989,0.21621,0.80034,0.17626,-1
0.6013,0.76146,0.428,0.30625,-1
0.3152,0.84196,0.33108,0.97024,1
0.73842,0.55817,0.71982,0.622,1
0.074243,0.57825,0.18195,0.49211,-1
0.050096,0.074055,0.93528,0.9905,1
0.065646,0.58108,0.32714,0.077717,-1
0.58065,0.82539,0.61543,0.55628,1
0.53549,0.38414,0.92858,0.64794,1
0.95834,0.75319,0.99023,0.49535,1
0.1363,0.59509,0.7393,0.94372,1
0.28744,0.75985,0.60651,0.8482,1
0.36876,0.00072251,0.61143,0.33284,-1
0.8702,0.05533,0.004841,0.65687,-1
0.38669,0.10113,0.24277,0.27259,-1
0.7135,0.21239,0.18328,0.076599,-1
0.79023,0.79755,0.54287,0.94282,1
0.21677,0.55059,0.5361,0.20372,-1
0.30276,0.94341,0.90315,0.52613,1
0.78698,0.96913,0.062111,0.4641,-1
0.90354,0.73502,0.2147,0.10484,-1
0.38084,0.63142,0.89989,0.54021,1
0.071384,0.46612,0.69373,0.16904,-1
0.13593,0.96727,0.66604,0.97983,1
0.28378,0.99951,0.44626,0.28536,-1
0.31959,0.30366,0.64803,0.82587,1
0.81139,0.41955,0.23233,0.56345,-1
0.79808,0.060787,0.63439,0.83421,1
0.1496,0.72061,0.07428,0.17484,-1
0.10853,0.8575,0.052871,0.10524,-1
0.13695,0.059706,0.19472,0.32873,-1
0.0021616,0.058575,0.13106,0.24488,-1
0.019799,0.26605,0.99413,0.49208,1
0.47908,0.85141,0.1117,0.23322,-1
0.25915,0.0078462,0.97097,0.60251,1
0.23653,0.17612,0.79197,0.48222,-1
0.99839,0.40914,0.89238,0.6616,1
0.84102,0.4352,0.5067,0.934,1
0.25165,0.94531,0.83425,0.41554,1
0.66205,0.94309,0.8271,0.30271,1
0.64929,0.47012,0.58372,0.15485,-1
0.91337,0.76814,0.58117,0.13148,-1
0.25972,0.58886,0.087598,0.66269,-1
0.75607,0.30332,0.13454,0.4004,-1
0.099061,0.10309,0.28032,0.24909,-1
0.72455,0.59856,0.9046,0.95482,1
0.11145,0.69244,0.98247,0.43208,1
0.17822,0.69483,0.69188,0.4094,1
0.3449,0.21848,0.011101,0.398,-1
0.25265,0.68515,0.81629,0.64489,1
0.89642,0.036642,0.24957,0.97605,1
0.96027,0.99482,0.10515,0.0082926,-1
0.95474,0.48445,0.18736,0.49568,-1
0.67419,0.42028,0.49588,0.85101,1
0.9306,0.27783,0.35913,0.56042,-1
0.21743,0.79593,0.38829,0.095517,-1
0.23137,0.89183,0.18766,0.46843,-1
0.17578,0.76791,0.90968,0.10794,-1
0.71074,0.12835,0.96659,0.73709,1
0.85418,0.045828,0.94058,0.27204,-1
0.20417,0.98029,0.10666,0.94803,1
0.50427,0.67617,0.089791,0.30954,-1
0.84655,0.59052,0.31315,0.91907,1
0.065345,0.33524,0.80428,0.57256,1
0.061413,0.57329,0.062265,0.030592,-1
0.68134,0.37472,0.45316,0.24542,-1
0.2091,0.21704,0.60077,0.38665,-1
0.68307,0.36975,0.53424,0.63678,1
0.88673,0.11963,0.70586,0.3748,-1
0.55822,0.21713,0.11744,0.51707,-1
0.78356,0.6205,0.61113,0.10367,-1
0.67069,0.4103,0.26183,0.76202,1
0.81279,0.98907,0.82986,0.14352,1
0.96469,0.70459,0.088023,0.97286,1
0.31414,0.7177,0.78493,0.52868,1
0.95554,0.31986,0.21739,0.54254,-1
0.82963,0.76767,0.10268,0.46756,-1
0.28321,0.33981,0.65286,0.40913,-1
0.91168,0.28631,0.76616,0.93995,1
0.74241,0.26563,0.12843,0.96058,1
0.094464,0.96671,0.85257,0.044667,-1
0.80152,0.45605,0.27265,0.35962,-1
0.012831,0.40189,0.37143,0.26706,-1
0.49753,0.73956,0.067053,0.96424,1
0.10272,0.85352,0.18371,0.80508,1
0.66689,0.7751,0.55009,0.14958,-1
0.50712,0.80903,0.93066,0.041671,1
0.39748,0.0031606,0.72423,0.6519,1
0.38395,0.82211,0.83894,0.081267,-1
0.56046,0.65534,0.35528,0.78281,1
0.11363,0.52301,0.45287,0.88665,1
0.16065,0.69769,0.24083,0.12057,-1
0.61245,0.35801,0.18553,0.70177,-1
0.03036,0.77157,0.56855,0.57578,1
0.071939,0.57156,0.077627,0.12667,-1
0.083671,0.16551,0.18522,0.049371,-1
0.96484,0.17988,0.30618,0.42285,-1
0.94722,0.60246,0.95402,0.25408,1
0.085382,0.20142,0.7948,0.37012,-1
0.28803,0.15926,0.89007,0.65377,1
0.72412,0.20741,0.74311,0.27097,-1
0.57029,0.94833,0.4333,0.89036,1
0.81731,0.335,0.014796,0.50362,-1
0.29031,0.28651,0.042894,0.51437,-1
0.055877,0.26551,0.10239,0.36223,-1
0.49118,0.31228,0.82115,0.79062,1
0.2592,0.78733,0.67485,0.034152,-1
0.13246,0.68516,0.97538,0.01548,-1
0.74288,0.34514,0.99732,0.86063,1
0.39528,0.20304,0.98764,0.015529,-1
0.57263,0.49275,0.9423,0.52814,1
0.030883,0.21087,0.88446,0.22524,-1
0.41413,0.89311,0.91992,0.62326,1
0.34277,0.22463,0.091889,0.86459,-1
0.53833,0.061459,0.34571,0.19931,-1
0.080298,0.87505,0.21,0.811,1
0.75447,0.26059,0.77344,0.52901,1
0.38795,0.05048,0.30745,0.98516,1
0.5847,0.74935,0.30565,0.80926,1
0.011086,0.77092,0.74743,0.92527,1
0.34946,0.044338,0.70653,0.41463,-1
0.92953,0.96254,0.063616,0.66597,1
0.096789,0.73323,0.2589,0.9247,1
0.88423,0.78168,0.82945,0.52125,1
0.94116,0.70563,0.15521,0.32045,-1
0.40729,0.48211,0.83265,0.32695,1
0.66864,0.78981,0.0040623,0.10689,-1
0.5398,0.64923,0.42711,0.82487,1
0.5616,0.86091,0.13336,0.24264,-1
0.53915,0.72406,0.95822,0.6145,1
0.75509,0.28921,0.74459,0.56897,1
0.13885,0.50477,0.54662,0.45215,-1
0.042712,0.38661,0.061194,0.28023,-1
0.73811,0.11632,0.86796,0.10418,-1
0.69547,0.36953,0.89185,0.81472,1
0.62232,0.31474,0.047248,0.9383,1
0.90859,0.4983,0.96448,0.91301,1
0.94512,0.14979,0.42439,0.44602,-1
0.94963,0.47567,0.9773,0.49032,1
0.73922,0.948,0.74139,0.92904,1
0.94514,0.89155,0.56047,0.4,1
0.66522,0.29825,0.25183,0.65386,-1
0.51391,0.48601,0.2452,0.12736,-1
0.55655,0.22265,0.35963,0.88143,1
0.13136,0.26957,0.096626,0.94603,-1
0.073322,0.99777,0.65704,0.31229,1
0.19289,0.087296,0.88281,0.093421,-1
0.93925,0.15503,0.65041,0.65287,1
0.233,0.042759,0.52405,0.077893,-1
0.30292,0.033384,0.037804,0.20491,-1
0.65271,0.3077,0.095128,0.31657,-1
0.73852,0.88361,0.13376,0.60721,1
