10.519,-0.717,-1
0.9987,-9.9681,-1
3.5763,8.3756,-1
1.9236,-10.645,-1
8.1583,-5.9066,-1
3.8488,8.8337,-1
10.502,2.2164,-1
9.8565,-3.915,-1
-5.2871,1.1325,-1
3.6538,8.0492,-1
3.567,-1.0682,-1
9.5652,1.2818,-1
3.8799,0.8133,-1
10.281,0.6225,-1
-4.5252,-1.4913,-1
6.587,6.5763,-1
4.9733,7.0246,-1
9.4541,-4.2398,-1
9.1422,-3.3652,-1
9.3232,-4.364,-1
3.6675,8.5476,-1
-3.9556,7.4135,-1
8.1699,5.4691,-1
3.2407,-10.069,-1
-0.2962,-10.641,-1
10.18,0.2544,-1
7.2061,6.7485,-1
8.4257,6.1808,-1
-3.4945,-2.7066,-1
-2.3441,-3.1942,-1
10.359,2.9133,-1
9.7931,1.8007,-1
10.929,-0.8731,-1
3.0159,-2.7254,-1
3.2069,-2.463,-1
9.9964,1.2111,-1
1.4395,8.408,-1
3.8052,8.9835,-1
2.0133,-3.3863,-1
1.9959,8.2922,-1
-0.4517,-4.3875,-1
-5.3325,-8.8198,-1
9.5403,-3.9114,-1
5.0759,7.9097,-1
-0.7612,-4.6156,-1
8.4063,-5.5699,-1
-2.5234,-10.652,-1
3.073,-10.312,-1
1.4206,-9.8487,-1
-3.4424,-2.1369,-1
-5.3215,4.6686,-1
2.9733,-9.4813,-1
4.6787,7.4426,-1
-5.4103,-9.3751,-1
-5.4512,4.1403,-1
-2.0484,8.3167,-1
8.197,-5.2725,-1
8.038,5.6548,-1
8.836,3.4207,-1
2.2199,-2.5169,-1
1.7082,-4.1356,-1
-5.4356,-1.1271,-1
0.1476,-9.9748,-1
10.58,-2.7436,-1
9.5041,1.038,-1
4.1463,-2.2799,-1
7.6703,6.1388,-1
-4.6382,5.3602,-1
-6.2721,2.5486,-1
7.728,-7.3031,-1
1.4537,-10.542,-1
3.2752,-1.5469,-1
8.9655,4.6919,-1
-3.5127,-2.6861,-1
-3.9197,-9.9094,-1
8.189,5.3059,-1
7.7355,5.8131,-1
9.7722,-4.9133,-1
4.3915,-8.6336,-1
1.3684,-10.686,-1
10.487,0.1371,-1
3.6042,2.6106,-1
-5.4272,0.9922,-1
4.1621,-2.3681,-1
7.0895,6.0434,-1
0.7296,-10.837,-1
9.7995,3.8256,-1
9.5348,-0.2472,-1
-2.6934,-3.922,-1
8.7472,-6.0414,-1
-5.1868,4.325,-1
2.3957,-9.6109,-1
5.6968,-8.8291,-1
6.7702,7.5076,-1
-3.645,-9.8377,-1
8.5214,6.6441,-1
-6.0445,0.0385,-1
-5.2325,-1.4723,-1
3.3973,1.56,-1
-1.9347,7.4099,-1
3.7207,-9.6405,-1
-5.5997,3.8688,-1
9.6655,-1.2851,-1
-3.7835,-2.0791,-1
-5.1577,4.564,-1
-0.7094,7.734,-1
10.807,-1.4903,-1
9.5052,4.1972,-1
7.4408,6.9237,-1
3.1968,-2.8572,-1
7.2509,-7.765,-1
3.8529,-0.0029,-1
10.056,-3.0902,-1
1.4924,-9.9357,-1
-0.6681,8.2878,-1
10.88,0.7952,-1
9.4062,-2.6681,-1
5.9781,-8.4612,-1
10.082,0.4495,-1
10.301,-2.7714,-1
6.6113,-8.1667,-1
-0.1841,9.016,-1
3.3645,-0.7017,-1
-0.1842,-3.6312,-1
8.5289,4.7138,-1
3.8194,-9.6844,-1
7.387,5.1027,-1
0.5463,-10.477,-1
1.3303,-4.3848,-1
2.0039,-9.2794,-1
3.2075,-9.64,-1
1.088,-9.4142,-1
2.2749,-2.5267,-1
-2.902,7.3594,-1
-5.5066,0.3246,-1
4.2723,-9.2452,-1
-1.8577,-4.461,-1
1.7986,-10.072,-1
-5.4149,-1.0048,-1
3.7439,-9.0629,-1
-5.0072,-0.1305,-1
10.56,-2.6873,-1
-5.2257,-0.0707,-1
2.6683,-2.0371,-1
3.2335,8.968,-1
-4.479,5.7639,-1
10.251,3.1361,-1
-5.484,2.5569,-1
7.7444,-6.187,-1
-5.4577,0.2421,-1
1.6376,2.1599,-1
1.4151,2.9771,-1
-0.6752,-10.395,-1
4.3254,-1.2576,-1
7.9931,5.3531,-1
-5.4745,-0.7058,-1
-3.6338,-2.7067,-1
10.18,-3.1317,-1
10.488,-2.2325,-1
6.4935,-8.3424,-1
8.0096,5.5301,-1
6.3967,-8.0665,-1
9.8451,3.1518,-1
7.5981,6.9034,-1
0.1114,7.8199,-1
9.6624,3.4378,-1
6.7217,7.0439,-1
8.913,3.6531,-1
2.8475,-9.1081,-1
10.083,-3.7135,-1
3.7457,-1.0257,-1
0.378,-9.8071,-1
-5.3763,2.312,-1
8.1665,5.1048,-1
10.379,1.9351,-1
4.9639,-9.2924,-1
9.0574,5.3796,-1
